Customer,Margin Percent,Origin City,Destination City,Mode,Modes,Loads
THE NORTHWEST GROUP LLC (104134-P1),15.0,ELKIN,PRESCOTT VALLEY,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
11 RAVENS LLC (66298-P1),21.46,PARAMOUNT,JACKSONVILLE,LTL,LTL,11 RAVENS LLC (66298-P1)
TRASIAN MANUFACTURING LTD (252025-P1),19.29,GROVE CITY,WILMINGTON,LTL,LTL,TRASIAN MANUFACTURING LTD (252025-P1)
UNI FILTER (51384-P1),28.55,FULLERTON,UNION GAP,LTL,LTL,UNI FILTER (51384-P1)
PRO LITE (93191-P1),44.85,FOUNTAIN VALLEY,SAN MARCOS,LTL,LTL,PRO LITE (93191-P1)
KINGFA GLOBAL INC (50330-P1),11.5,ONTARIO,PHOENIX,LTL,LTL,KINGFA GLOBAL INC (50330-P1)
FBD LOGISTICS (228466-P1),52.94,Walnut,Portland,Truckload Expedited,Truckload Expedited,FBD LOGISTICS (228466-P1)
NOW MOVE USA (63649-P1),13.5,BLUFFTON,ALBUQUERQUE,LTL,LTL,NOW MOVE USA (63649-P1)
CD VIDEO MFG (42102-P1),13.5,SANTA ANA,POTTSTOWN,LTL,LTL,CD VIDEO MFG (42102-P1)
EASYFLEX USA (58997-P1),13.5,DENTON,PORT SAINT LUCIE,LTL,LTL,EASYFLEX USA (58997-P1)
EASYFLEX WEST (232514-P1),21.03,FIFE,FIFE,LTL,LTL,EASYFLEX WEST (232514-P1)
LITE SOURCE INC (62990-P1),16.89,ONTARIO,HOUSTON,LTL,LTL,LITE SOURCE INC (62990-P1)
PRO LITE (93191-P1),15.61,FOUNTAIN VALLEY,STAFFORD,LTL,LTL,PRO LITE (93191-P1)
FLEX WIRES (50514-P1),27.52,EXTON,POMONA,LTL,LTL,FLEX WIRES (50514-P1)
TRASIAN MANUFACTURING LTD (252025-P1),17.3,GROVE CITY,SAN JUAN CAPISTRANO,LTL,LTL,TRASIAN MANUFACTURING LTD (252025-P1)
THE NEW DIAMOND LINE CONTAINER CORPORATION (109641-P1),14.0,AKRON,ATLANTA,LTL,LTL,THE NEW DIAMOND LINE CONTAINER CORPORATION (109641-P1)
FLEX WIRES (50514-P1),27.52,EXTON,POMONA,LTL,LTL,FLEX WIRES (50514-P1)
R&R LOGISTICS (92439-P1),30.1,SACRAMENTO,SAN MARCOS,LTL,LTL,R&R LOGISTICS (92439-P1)
TRASIAN MANUFACTURING LTD (252025-P1),5.21,GROVE CITY,RICHMOND,LTL,LTL,TRASIAN MANUFACTURING LTD (252025-P1)
THE DIPPER INC (95999-P1),12.5,ALVIN,MACON,LTL,LTL,THE DIPPER INC (95999-P1)
PRESTIGE IMPORT GROUP (61593-P1),38.14,DEERFIELD BEACH,CHICAGO,LTL,LTL,PRESTIGE IMPORT GROUP (61593-P1)
EMWEST POWERTRAIN SYSTEMS (111150-P1),16.0,LUGOFF,EUGENE,LTL,LTL,EMWEST POWERTRAIN SYSTEMS (111150-P1)
FBD LOGISTICS (228466-P1),52.94,Walnut,Grants Pass,Truckload Expedited,Truckload Expedited,FBD LOGISTICS (228466-P1)
CUBE CARE (101776-P1),14.5,HIALEAH,WEST COVINA,LTL,LTL,CUBE CARE (101776-P1)
COOLER DEPOT (50236-P1),16.0,CITY OF INDUSTRY,NAPLES,Enterprise,Enterprise,COOLER DEPOT (50236-P1)
ADVANTAGE LIGHTING SOLUTIONS (94035-P1),18.0,HOUSTON,PHARR,LTL,LTL,ADVANTAGE LIGHTING SOLUTIONS (94035-P1)
LANDWAY (66963-P1),36.59,HAYWARD,EDDINGTON,LTL,LTL,LANDWAY (66963-P1)
RII EXPRESS (80710-P1),21.68,LA MIRADA,BIRMINGHAM,LTL,LTL,RII EXPRESS (80710-P1)
SERFAS (232816-P1),18.0,PHOENIX,KENNER,LTL,LTL,SERFAS (232816-P1)
NEBULITE (60380-P1),12.0,JURUPA VALLEY,CALEDONIA,LTL,LTL,NEBULITE (60380-P1)
THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1),37.73,KOKOMO,AKRON,LTL,LTL,THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1)
SERFAS (232816-P1),22.72,PHOENIX,LUBBOCK,LTL,LTL,SERFAS (232816-P1)
THE NORTHWEST GROUP LLC (104134-P1),15.0,ELKIN,PRESCOTT VALLEY,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
EROS (88670-P1),20.56,HUNTINGDON VALLEY,FLAGSTAFF,LTL,LTL,EROS (88670-P1)
ATLANTIC TOWERS (247143-P1),22.28,BAYVILLE,MIAMI,LTL,LTL,ATLANTIC TOWERS (247143-P1)
AFFORDABLE WIPERS (94566-P1),20.0,HOUSTON,ALICE,LTL,LTL,AFFORDABLE WIPERS (94566-P1)
PRO LITE (93191-P1),27.93,FOUNTAIN VALLEY,DENVER,LTL,LTL,PRO LITE (93191-P1)
PRECISION WATERJET INC (81239-P1),18.55,ANAHEIM,SONOMA,LTL,LTL,PRECISION WATERJET INC (81239-P1)
FBD LOGISTICS (228466-P1),22.81,Walnut,Longview,Truckload Expedited,Truckload Expedited,FBD LOGISTICS (228466-P1)
WORLD DEPOT (100744-P1),15.0,MEMPHIS,UNIVERSITY PARK,LTL,LTL,WORLD DEPOT (100744-P1)
CINSA USA (113476-P1),12.5,LAREDO,LAHASKA,LTL,LTL,CINSA USA (113476-P1)
NEW SUN LOGISTICS INC (99797-P1),22.26,MURRIETA,WALNUT,LTL,LTL,NEW SUN LOGISTICS INC (99797-P1)
ALTECH ELECTRONICS (110481-P1),12.79,PARAMOUNT,VANCOUVER,LTL,LTL,ALTECH ELECTRONICS (110481-P1)
THOROBRED INC (102417-P1),11.0,ANAHEIM,EDINBURG,LTL,LTL,THOROBRED INC (102417-P1)
BOLIDE TECHNOLOGY GROUP (104073-P1),12.0,SAN DIMAS,HOUSTON,LTL,LTL,BOLIDE TECHNOLOGY GROUP (104073-P1)
EMPAVA APPLIANCES (251270-P1),10.0,CITY OF INDUSTRY,HILTON HEAD ISLAND,LTL,LTL,EMPAVA APPLIANCES (251270-P1)
LOCK N CLIMB LLC (106186-P1),12.0,INDEPENDENCE,DENVER,LTL,LTL,LOCK N CLIMB LLC (106186-P1)
RIA DISTRIBUTING INC (97759-P1),19.81,LAREDO,HUTTO,LTL,LTL,RIA DISTRIBUTING INC (97759-P1)
ALL STAR LIGHTING SUPPLIES INC (95550-P1),15.89,AVENEL,ALMA,LTL,LTL,ALL STAR LIGHTING SUPPLIES INC (95550-P1)
COMPLETE COACH WORKS (104950-P1),26.34,EL PASO,IRVING,LTL,LTL,COMPLETE COACH WORKS (104950-P1)
AZ TRUCKING EXPRESS (234265-P1),13.47,CARSON,DENVER,LTL,LTL,AZ TRUCKING EXPRESS (234265-P1)
EASYFLEX USA (58997-P1),19.08,DENTON,NEW ORLEANS,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
CMC WORLDWIDE (249337-P1),11.0,POMONA,VICTORVILLE,LTL,LTL,CMC WORLDWIDE (249337-P1)
CASTELLE FURNITURE CO INC (104930-P1),21.59,SARASOTA,NAPLES,LTL,LTL,CASTELLE FURNITURE CO INC (104930-P1)
FBD LOGISTICS (228466-P1),17.39,Walnut,Cave Creek,Truckload Expedited,Truckload Expedited,FBD LOGISTICS (228466-P1)
EAST ELECTRONICS CORP (107180-P1),17.78,CITY OF INDUSTRY,VOLO,LTL,LTL,EAST ELECTRONICS CORP (107180-P1)
WORLD DEPOT (100744-P1),25.79,JESSUP,FLORENCE,LTL,LTL,WORLD DEPOT (100744-P1)
EVASIVE MOTORSPORTS (80883-P1),14.5,CERRITOS,ZEPHYRHILLS,LTL,LTL,EVASIVE MOTORSPORTS (80883-P1)
FARM PLASTIC SUPPLY (96226-P1),12.0,ADDISON,LIBBY,LTL,LTL,FARM PLASTIC SUPPLY (96226-P1)
RIA DISTRIBUTING INC (97759-P1),15.68,LAREDO,SAN DIEGO,LTL,LTL,RIA DISTRIBUTING INC (97759-P1)
SERFAS (232816-P1),16.0,PHOENIX,HIXSON,LTL,LTL,SERFAS (232816-P1)
AT INDUSTRIAL PRODUCTS (236117-P1),21.09,POMONA,GRAY,LTL,LTL,AT INDUSTRIAL PRODUCTS (236117-P1)
EASYFLEX USA (58997-P1),19.08,DENTON,SAN ANTONIO,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
LAB TECH SUPPLY COMPANY (92178-P1),19.5,TAYLOR,POMONA,LTL,LTL,LAB TECH SUPPLY COMPANY (92178-P1)
FBD LOGISTICS (228466-P1),16.0,WALNUT,SALT LAKE CITY,LTL,LTL,FBD LOGISTICS (228466-P1)
JL WINGERT COMPANY (88594-P1),19.1,GARDEN GROVE,FRESNO,LTL,LTL,JL WINGERT COMPANY (88594-P1)
WORLD DEPOT (100744-P1),14.0,JESSUP,FAYETTEVILLE,LTL,LTL,WORLD DEPOT (100744-P1)
RIA DISTRIBUTING INC (97759-P1),35.93,LAREDO,WEST SAYVILLE,LTL,LTL,RIA DISTRIBUTING INC (97759-P1)
POWER STEER INC (63189-P1),14.43,DALLAS,ELGIN,LTL,LTL,POWER STEER INC (63189-P1)
NOW MOVE USA (63649-P1),12.0,SAN ANTONIO,TUCSON,Enterprise,Enterprise,NOW MOVE USA (63649-P1)
FBD LOGISTICS (228466-P1),56.52,Walnut,Phoenix,Truckload Expedited,Truckload Expedited,FBD LOGISTICS (228466-P1)
SEGERO INC (87355-P1),11.0,SANTA FE SPRINGS,DUPONT,LTL,LTL,SEGERO INC (87355-P1)
SUSTAINABLE TECHNOLOGIES LLC (112065-P1),12.0,SACRAMENTO,VISTA,LTL,LTL,SUSTAINABLE TECHNOLOGIES LLC (112065-P1)
CMC WORLDWIDE (249337-P1),20.84,POMONA,SAN BERNARDINO,LTL,LTL,CMC WORLDWIDE (249337-P1)
CODAN MX (247594-P1),16.63,REDLANDS,SAN DIEGO,LTL,LTL,CODAN MX (247594-P1)
CASTELLE FURNITURE CO INC (104930-P1),21.0,SARASOTA,WILMINGTON,LTL,LTL,CASTELLE FURNITURE CO INC (104930-P1)
JOHN HOWARD COMPANY (84899-P1),15.5,CENTRAL FALLS,CHINO,LTL,LTL,JOHN HOWARD COMPANY (84899-P1)
HENNESSY WOOD FLOORS (84867-P1),26.34,ANAHEIM,CANOGA PARK,LTL,LTL,HENNESSY WOOD FLOORS (84867-P1)
FBD LOGISTICS (228466-P1),15.79,Walnut,Bonney Lake,Truckload Expedited,Truckload Expedited,FBD LOGISTICS (228466-P1)
ENVIROMOTIVE (110532-P1),12.0,COLORADO SPRINGS,BRAMPTON,LTL,LTL,ENVIROMOTIVE (110532-P1)
WORLD DEPOT (100744-P1),15.0,EL MONTE,STOCKTON,LTL,LTL,WORLD DEPOT (100744-P1)
JDA GLOBAL (60800-P1),15.05,HENDERSON,VIDOR,LTL,LTL,JDA GLOBAL (60800-P1)
FBD LOGISTICS (228466-P1),56.86,Walnut,Vancouver,Truckload Expedited,Truckload Expedited,FBD LOGISTICS (228466-P1)
REALSTONE SYSTEMS (64462-P1),19.5,TROY,AGOURA HILLS,LTL,LTL,REALSTONE SYSTEMS (64462-P1)
WORLD DEPOT (100744-P1),14.0,JESSUP,LIVINGSTON,LTL,LTL,WORLD DEPOT (100744-P1)
EEZGLOBAL INC (82586-P1),25.12,HAYWARD,RANCHO CORDOVA,LTL,LTL,EEZGLOBAL INC (82586-P1)
TETRACO LLC (101261-P1),8.7,Rosharon,Midland,Truckload,Truckload,TETRACO LLC (101261-P1)
ENTREPACK (82051-P1),17.33,SOUTH EL MONTE,BROOKLYN,LTL,LTL,ENTREPACK (82051-P1)
FARM PLASTIC SUPPLY (96226-P1),26.03,ADDISON,MORLEY,LTL,LTL,FARM PLASTIC SUPPLY (96226-P1)
BOLIDE TECHNOLOGY GROUP (104073-P1),13.5,SAN DIMAS,BALTIMORE,LTL,LTL,BOLIDE TECHNOLOGY GROUP (104073-P1)
THE NORTHWEST GROUP LLC (104134-P1),20.0,BLOOMINGTON,BRIDGEWATER,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
HOUSEWARES INTERNATIONAL (231135-P1),50.76,COMPTON,REDLANDS,LTL,LTL,HOUSEWARES INTERNATIONAL (231135-P1)
BOTE (99568-P1),13.04,Fort Walton Beach,Hebron,Truckload,Truckload,BOTE (99568-P1)
WORLD DEPOT (100744-P1),14.0,AZUSA,DOVER,LTL,LTL,WORLD DEPOT (100744-P1)
MLR PACKAGING (240549-P1),23.46,FULLERTON,ESCONDIDO,LTL,LTL,MLR PACKAGING (240549-P1)
JARROW INDUSTRIES (109658-P1),43.4,Irvine,Santa Fe Springs,Truckload Expedited,Truckload Expedited,JARROW INDUSTRIES (109658-P1)
WORLD DEPOT (100744-P1),13.0,JESSUP,STEPHENTOWN,LTL,LTL,WORLD DEPOT (100744-P1)
WORLD DEPOT (100744-P1),13.0,JESSUP,BRONX,LTL,LTL,WORLD DEPOT (100744-P1)
BOTE (99568-P1),11.76,Fort Walton Beach,Hebron,Truckload,Truckload,BOTE (99568-P1)
EVASIVE MOTORSPORTS (80883-P1),14.5,CERRITOS,TOWSON,LTL,LTL,EVASIVE MOTORSPORTS (80883-P1)
ZACA INC. (60803-P1),18.03,WESTLAKE VILLAGE,LAS VEGAS,LTL,LTL,ZACA INC. (60803-P1)
FBD LOGISTICS (228466-P1),78.26,Walnut,Phoenix,Truckload Expedited,Truckload Expedited,FBD LOGISTICS (228466-P1)
WORLD DEPOT (100744-P1),25.63,JESSUP,EYNON,LTL,LTL,WORLD DEPOT (100744-P1)
PACIFIC DUALIES INC (115870-P1),16.01,GARDENA,WAVERLY,LTL,LTL,PACIFIC DUALIES INC (115870-P1)
THE GINGER PEOPLE GROUP (98572-P1),39.82,GILROY,KAILUA KONA,LTL,LTL,THE GINGER PEOPLE GROUP (98572-P1)
EEZGLOBAL INC (82586-P1),23.23,HAYWARD,FROSTBURG,LTL,LTL,EEZGLOBAL INC (82586-P1)
SITMATIC USA (94646-P1),24.68,FULLERTON,GREENEVILLE,LTL,LTL,SITMATIC USA (94646-P1)
SUNLIGHT TRANSPORTATION (83659-P1),15.28,VERDI,HAYWARD,LTL,LTL,SUNLIGHT TRANSPORTATION (83659-P1)
LIFELINE BATTERIES (104071-P1),10.0,ALEDO,MARATHON,LTL,LTL,LIFELINE BATTERIES (104071-P1)
EEZGLOBAL INC (82586-P1),14.9,HAYWARD,GLEN BURNIE,LTL,LTL,EEZGLOBAL INC (82586-P1)
HOT SHOT SUPPLY (97385-P1),12.0,DENVER,ALBUQUERQUE,LTL,LTL,HOT SHOT SUPPLY (97385-P1)
HARIO NORTH AMERICA (86055-P1),20.14,ALHAMBRA,BAINBRIDGE ISLAND,LTL,LTL,HARIO NORTH AMERICA (86055-P1)
JOHN HOWARD COMPANY (84899-P1),14.0,CHINO,CENTERVILLE,LTL,LTL,JOHN HOWARD COMPANY (84899-P1)
OCEANIA INTERNATIONAL (62004-P1),23.09,ANAHEIM,UPLAND,LTL,LTL,OCEANIA INTERNATIONAL (62004-P1)
COOLER DEPOT (50236-P1),14.22,CITY OF INDUSTRY,SAN DIEGO,LTL,LTL,COOLER DEPOT (50236-P1)
LKWID LLC (52151-P1),14.0,SAN DIEGO,KANSAS CITY,LTL,LTL,LKWID LLC (52151-P1)
SITMATIC USA (94646-P1),27.06,FULLERTON,GRANBURY,LTL,LTL,SITMATIC USA (94646-P1)
DENBESTE MOTORSPORTS (246749-P1),11.0,RANCHO CORDOVA,WINDSOR,LTL,LTL,DENBESTE MOTORSPORTS (246749-P1)
JOHN HOWARD COMPANY (84899-P1),14.57,MIAMI LAKES,CHINO,LTL,LTL,JOHN HOWARD COMPANY (84899-P1)
MALIK GALLERY (59106-P1),13.92,HAYWARD,STAMFORD,Enterprise,Enterprise,MALIK GALLERY (59106-P1)
KINGFA GLOBAL INC (50330-P1),11.5,ONTARIO,BAKERSFIELD,LTL,LTL,KINGFA GLOBAL INC (50330-P1)
SDR MOTORSPORTS INC (87676-P1),23.65,MESA,UNION GAP,LTL,LTL,SDR MOTORSPORTS INC (87676-P1)
SITMATIC USA (94646-P1),36.2,FULLERTON,VENTURA,LTL,LTL,SITMATIC USA (94646-P1)
VERTEX PACKAGING SUPPLIES (87263-P1),15.52,SANTA FE SPRING,HAYWARD,LTL,LTL,VERTEX PACKAGING SUPPLIES (87263-P1)
ZACA INC. (60803-P1),15.63,WESTLAKE VILLAGE,RANCHO SANTA MARGARITA,LTL,LTL,ZACA INC. (60803-P1)
SILVERGATE SHIPPING INC (51355-P1),12.34,LOS ANGELES,BROOKLYN,LTL,LTL,SILVERGATE SHIPPING INC (51355-P1)
KINGFA GLOBAL INC (50330-P1),11.5,ONTARIO,WASHINGTON,LTL,LTL,KINGFA GLOBAL INC (50330-P1)
ALVANTOR (109409-P1),34.57,SOUTH EL MONTE,KERNERSVILLE,LTL,LTL,ALVANTOR (109409-P1)
COOLER DEPOT (50236-P1),14.0,CITY OF INDUSTRY,CLINTON,LTL,LTL,COOLER DEPOT (50236-P1)
RB COMPONENTS (51610-P1),22.66,SANTA FE SPRINGS,PANHANDLE,LTL,LTL,RB COMPONENTS (51610-P1)
PULSAR PRODUCTS (50500-P1),37.28,ONTARIO,THERMAL,LTL,LTL,PULSAR PRODUCTS (50500-P1)
LKWID LLC (52151-P1),16.29,SAN DIEGO,RENO,LTL,LTL,LKWID LLC (52151-P1)
PARKER AND SONS TRANSMISSIONS (51911-P1),12.96,CORONA,SIOUX CITY,LTL,LTL,PARKER AND SONS TRANSMISSIONS (51911-P1)
VULCAN WIRE (81237-P1),29.42,HAYWARD,SAMOA,LTL,LTL,VULCAN WIRE (81237-P1)
COOLER DEPOT (50236-P1),14.0,CITY OF INDUSTRY,COLUMBIA,LTL,LTL,COOLER DEPOT (50236-P1)
MO' MONEY ASSOCIATES (232897-P1),12.0,LOS ANGELES,ELKRIDGE,LTL,LTL,MO' MONEY ASSOCIATES (232897-P1)
KINGFA GLOBAL INC (50330-P1),11.5,ONTARIO,ARVADA,Enterprise,Enterprise,KINGFA GLOBAL INC (50330-P1)
CINSA USA (113476-P1),23.71,LAREDO,ROCKLAND,LTL,LTL,CINSA USA (113476-P1)
MAKESY (249064-P1),12.51,IRVINE,STAMFORD,LTL,LTL,MAKESY (249064-P1)
LKWID LLC (52151-P1),14.0,SAN DIEGO,GAP,LTL,LTL,LKWID LLC (52151-P1)
MEADOW DECOR (61999-P1),12.16,ONTARIO,SAINT GEORGE,LTL,LTL,MEADOW DECOR (61999-P1)
CODAN MX (247594-P1),62.73,SANTA MONICA,SAN DIEGO,LTL,LTL,CODAN MX (247594-P1)
PULSAR PRODUCTS (50500-P1),37.28,ONTARIO,THERMAL,LTL,LTL,PULSAR PRODUCTS (50500-P1)
MO' MONEY ASSOCIATES (232897-P1),12.0,LOS ANGELES,DICKINSON,LTL,LTL,MO' MONEY ASSOCIATES (232897-P1)
KINGFA GLOBAL INC (50330-P1),11.5,ONTARIO,ROSEVILLE,LTL,LTL,KINGFA GLOBAL INC (50330-P1)
NEW CROWN WHOLESALE (102836-P1),25.16,LOS ANGELES,MIDDLEBOURNE,LTL,LTL,NEW CROWN WHOLESALE (102836-P1)
MEXI-LAND (60970-P1),19.5,CITY OF INDUSTRY,CARROLLTON,LTL,LTL,MEXI-LAND (60970-P1)
MO' MONEY ASSOCIATES (232897-P1),12.0,LOS ANGELES,PLANO,LTL,LTL,MO' MONEY ASSOCIATES (232897-P1)
MALIK GALLERY (59106-P1),17.17,HAYWARD,BAY HEAD,Enterprise,Enterprise,MALIK GALLERY (59106-P1)
SUSTAINABLE TECHNOLOGIES LLC (112065-P1),12.3,SACRAMENTO,LATHROP,LTL,LTL,SUSTAINABLE TECHNOLOGIES LLC (112065-P1)
SHIPPING AND HANDLING (104504-P1),27.56,JACKSONVILLE,AUSTIN,LTL,LTL,SHIPPING AND HANDLING (104504-P1)
FBD LOGISTICS (228466-P1),16.0,WALNUT,OGDEN,LTL,LTL,FBD LOGISTICS (228466-P1)
EASYFLEX USA (58997-P1),19.08,DENTON,LINCOLN,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
MAKESY (249064-P1),11.0,IRVINE,GLEN SPEY,LTL,LTL,MAKESY (249064-P1)
FBD LOGISTICS (228466-P1),16.14,WALNUT,TOOELE,LTL,LTL,FBD LOGISTICS (228466-P1)
JIT USA LOGISTICS CORP (101120-P1),20.62,WINSTON SALEM,WOOD DALE,LTL,LTL,JIT USA LOGISTICS CORP (101120-P1)
THE NORTHWEST GROUP LLC (104134-P1),16.0,ELKIN,SPANISH FORK,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
ALTECH ELECTRONICS (110481-P1),15.92,PARAMOUNT,GILBERT,LTL,LTL,ALTECH ELECTRONICS (110481-P1)
THE NORTHWEST GROUP LLC (104134-P1),16.0,ELKIN,AMERICAN FORK,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
PACLIGHTS LLC (64270-P1),13.5,CHINO,SALT LAKE CITY,LTL,LTL,PACLIGHTS LLC (64270-P1)
THE NORTHWEST GROUP LLC (104134-P1),16.0,ELKIN,FARR WEST,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
FARM PLASTIC SUPPLY (96226-P1),12.0,ADDISON,WALKERVILLE,LTL,LTL,FARM PLASTIC SUPPLY (96226-P1)
THE NORTHWEST GROUP LLC (104134-P1),13.5,ELKIN,TOOELE,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
THE NORTHWEST GROUP LLC (104134-P1),12.0,ELKIN,CEDAR CITY,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
THE NORTHWEST GROUP LLC (104134-P1),16.0,ELKIN,WEST JORDAN,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
THE NORTHWEST GROUP LLC (104134-P1),16.0,ELKIN,VERNAL,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
THE NORTHWEST GROUP LLC (104134-P1),16.0,ELKIN,LAYTON,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
THE NORTHWEST GROUP LLC (104134-P1),13.5,ELKIN,ST. GEORGE,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
THE NORTHWEST GROUP LLC (104134-P1),13.5,ELKIN,BOUNTIFUL,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
THE NORTHWEST GROUP LLC (104134-P1),13.5,ELKIN,DRAPER,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
THE NORTHWEST GROUP LLC (104134-P1),16.0,ELKIN,PAYSON,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
THE NORTHWEST GROUP LLC (104134-P1),15.0,ELKIN,PRESCOTT,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
THE NORTHWEST GROUP LLC (104134-P1),12.0,ELKIN,FLAGSTAFF,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
THE NORTHWEST GROUP LLC (104134-P1),13.5,ELKIN,SHOW LOW,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
THE NORTHWEST GROUP LLC (104134-P1),16.0,ELKIN,CASA GRANDE,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
THE NORTHWEST GROUP LLC (104134-P1),12.0,ELKIN,SIERRA VISTA,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
USA TECHNOLOGY CORP (81252-P1),27.25,ONTARIO,TUCSON,LTL,LTL,USA TECHNOLOGY CORP (81252-P1)
EMPAVA APPLIANCES (251270-P1),10.0,CITY OF INDUSTRY,WATERLOO,LTL,LTL,EMPAVA APPLIANCES (251270-P1)
ROCKET FIZZ (100234-P1),16.0,COMMERCE,SOUTH DAYTONA,LTL,LTL,ROCKET FIZZ (100234-P1)
USA TECHNOLOGY CORP (81252-P1),20.2,ONTARIO,SANTA ROSA,LTL,LTL,USA TECHNOLOGY CORP (81252-P1)
REALSTONE SYSTEMS (64462-P1),16.0,TROY,HUDSON,LTL,LTL,REALSTONE SYSTEMS (64462-P1)
AQUA ULTRAVIOLET (105519-P1),13.2,TEMECULA,GOLDEN VALLEY,LTL,LTL,AQUA ULTRAVIOLET (105519-P1)
RII EXPRESS (80710-P1),47.39,LA MIRADA,SPICEWOOD,LTL,LTL,RII EXPRESS (80710-P1)
CINSA USA (113476-P1),30.09,LAREDO,STOCKTON,LTL,LTL,CINSA USA (113476-P1)
"LASER EXPRESS, INC. (60791-P1)",26.54,VERONA,OTTAWA,Volume,Volume,"LASER EXPRESS, INC. (60791-P1)"
RB COMPONENTS (51610-P1),15.5,BURLINGTON,SANTA FE SPRINGS,LTL,LTL,RB COMPONENTS (51610-P1)
JL WINGERT COMPANY (88594-P1),14.07,GARDEN GROVE,BIRMINGHAM,LTL,LTL,JL WINGERT COMPANY (88594-P1)
RB COMPONENTS (51610-P1),16.5,SANTA FE SPRINGS,SILOAM SPRINGS,LTL,LTL,RB COMPONENTS (51610-P1)
MALIK GALLERY (59106-P1),13.33,HAYWARD,NEW YORK,Enterprise,Enterprise,MALIK GALLERY (59106-P1)
PACIFIC TECH (68043-P1),18.48,YORBA LINDA,IRVINE,LTL,LTL,PACIFIC TECH (68043-P1)
STURDY GUN SAFES (96408-P1),13.5,FRESNO,DEL NORTE,LTL,LTL,STURDY GUN SAFES (96408-P1)
GREEN POWER BATTERIES (105428-P1),14.65,PINGREE GROVE,TROY,LTL,LTL,GREEN POWER BATTERIES (105428-P1)
JOHN HOWARD COMPANY (84899-P1),15.5,BRENTWOOD,CHINO,LTL,LTL,JOHN HOWARD COMPANY (84899-P1)
SILVERGATE SHIPPING INC (51355-P1),13.0,SACRAMENTO,LEE,Volume,Volume,SILVERGATE SHIPPING INC (51355-P1)
COOLER DEPOT (50236-P1),13.5,CITY OF INDUSTRY,MEDLEY,Enterprise,Enterprise,COOLER DEPOT (50236-P1)
KCC TRANSPORT - LAX (HQ) (89832-P1),30.16,RANCHO DOMINGUEZ,TEMPE,LTL,LTL,KCC TRANSPORT - LAX (HQ) (89832-P1)
THE ABS COMPANY (97215-P1),13.5,MILWAUKEE,CHARLOTTE,LTL,LTL,THE ABS COMPANY (97215-P1)
NEBULITE (60380-P1),12.0,JURUPA VALLEY,SWEETWATER,LTL,LTL,NEBULITE (60380-P1)
EASY GROUP LLC (101657-P1),31.91,WASHOUGAL,COVINA,LTL,LTL,EASY GROUP LLC (101657-P1)
SUNJIN USA (247877-P1),16.01,GOLETA,LA MIRADA,LTL,LTL,SUNJIN USA (247877-P1)
GALOT INC (51119-P1),11.41,LAREDO,SHEBOYGAN,LTL,LTL,GALOT INC (51119-P1)
NOW MOVE USA (63649-P1),12.0,ROCHESTER,ALBUQUERQUE,LTL,LTL,NOW MOVE USA (63649-P1)
CASTELLE FURNITURE CO INC (104930-P1),27.47,SARASOTA,PARK CITY,LTL,LTL,CASTELLE FURNITURE CO INC (104930-P1)
OCEAN ROCK USA (88679-P1),12.5,CORONA,BLUFFTON,LTL,LTL,OCEAN ROCK USA (88679-P1)
NOW MOVE USA (63649-P1),15.0,MIAMI,NEW CANAAN,LTL,LTL,NOW MOVE USA (63649-P1)
SUNSET PACIFIC TRANSPORTATION (87754-P1),16.67,Indianapolis,Marion,Truckload Expedited,Truckload Expedited,SUNSET PACIFIC TRANSPORTATION (87754-P1)
"PETLAND, INC. (101454-P1)",72.2,CLIFTON,CHILLICOTHE,LTL,LTL,"PETLAND, INC. (101454-P1)"
FARM KING SUPPLY (113819-P1),12.0,MINNEAPOLIS,MACOMB,LTL,LTL,FARM KING SUPPLY (113819-P1)
